title,category,authors,publisher,registeredDate,doingsChoices,link,memo
"우리는 왜 이렇게 오래, 열심히 일하는가?",페미니즘과 경제 ,케이시 윅스,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11038558,
일하는 마음,페미니즘과 경제 ,제현주,어크로스,2018-11-28,http://cafedoing.com/221420425089,https://book.naver.com/bookdb/book_detail.nhn?bid=14200117,
자본은 여성을 어떻게 이용하는가,페미니즘과 경제 ,피터 커스터스,그린비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9188899,
"잠깐 애덤스미스씨, 저녁은 누가 차려줬어요?",페미니즘과 경제 ,카트리네 마르살,부키,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11618438,
적정 소비 생활,페미니즘과 경제 ,박미정,씨네21북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10052054,
제3세계 여성노동,페미니즘과 경제 ,여성평우회,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=3174,
집 놀이 그 여자 그 남자의,페미니즘과 경제 ,김진애,반비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13348102,
출근길의 주문,페미니즘과 경제 ,이다혜,한겨레출판,2019-10-10,http://cafedoing.com/221667835380,http://book.naver.com/bookdb/book_detail.nhn?bid=15516420,
친밀한 적,페미니즘과 경제 ,"김현미, 강미연, 권수현, 김고연주, 박성일, 정승화",이후,2018-09-21,http://cafedoing.com/221013167565,https://book.naver.com/bookdb/book_detail.nhn?bid=6335588,
페미니즘 자본축적론,페미니즘과 경제 ,이은숙,액티비즘,2018-10-06,,http://book.naver.com/bookdb/book_detail.nhn?bid=12083878,
페미니즘을 팝니다,페미니즘과 경제 ,앤디 자이슬러,세종서적,2018-09-21,http://cafedoing.com/221243357776,https://book.naver.com/bookdb/book_detail.nhn?bid=13364977,
하우스와이프 2.0,페미니즘과 경제 ,에밀리 맷차,미메시스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8829390,
핸드 투 마우스,페미니즘과 경제 ,린다 티라도,클,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=11542121,
혼자 살아가기,페미니즘과 경제 ,송제숙,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10765769,
Time for Equal Pay,페미니즘과 경제 ,한국여성노동자회,한국여성노동자회,2020-02-07,,,
200년 동안의 거짓말,페미니즘과 과학 ,"바버라 에런라이크, 디어드러 잉글리시",푸른길,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=12247510,
겸손한 목격자,페미니즘과 과학 ,다나 J. 해러웨이,갈무리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4302907,
과학하는 여자들 ,페미니즘과 과학 ,"김빛내리, 박문정, 이홍금, 정희선, 최영주",메디치,2018-11-14,,https://book.naver.com/bookdb/book_detail.nhn?bid=14144676,
나는 과학이 말하는 성차별이 불편합니다,페미니즘과 과학 ,마리 루티,동녘사이언스,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11792163,
"나는, 공학인이다",페미니즘과 과학 ,(사)한국여성공학기술인협회,효형출판,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8348560,
다윈 이후,페미니즘과 과학 ,스티븐 제이 굴드,사이언스북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5333185,
도덕의 궤적,페미니즘과 과학 ,마이클 셔머,바다출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=13654240,
랩걸,페미니즘과 과학 ,호프 자런,알마,2018-09-21,http://cafedoing.com/221252352671,https://book.naver.com/bookdb/book_detail.nhn?bid=11663652,
"에이다, 당신이군요. 최초의 프로그래머",페미니즘과 과학 ,시드니 파두아,곰출판,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12285333,
"여성, 과학의 중심에 서다",페미니즘과 과학 ,한국여성과학기술단체총연합회 편저,양문,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2539730,
"여성의 진화 : 몸, 생애사 그리고 건강",페미니즘과 과학 ,웬다 트레바탄,에이도스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12071082,
인간본성에 대하여,페미니즘과 과학 ,에드워드 윌슨,사이언스북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=66665,
젠더화된 몸의 기술 : 사이보그 여성읽기,페미니즘과 과학 ,앤 마리 발사모,아르케,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7035887,
"테크노 페미니즘 : 여성, 과학 기술과 새롭게 만나다",페미니즘과 과학 ,주디 와이즈먼,궁리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6187189,
페미니즘 인공지능,페미니즘과 과학 ,메러디스 브루서드,이음,2019-07-20,http://cafedoing.com/221591447456,http://book.naver.com/bookdb/book_detail.nhn?bid=14868261,
평행 우주 속의 소녀,페미니즘과 과학 ,아일린 폴락,한국여성과총,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9946869,
그런 남자는 없다,페미니즘과 남성 ,연세대학교 젠더연구소,오월의 봄,2018-09-21,http://cafedoing.com/221109076168,https://book.naver.com/bookdb/book_detail.nhn?bid=12506928,
남성 페미니스트,페미니즘과 남성 ,톰 디그비,또하나의문화,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=149370,
남성 페미니스트를 찾아서,페미니즘과 남성 ,이한,서울시 NPO 지원센터,2019-12-26,http://cafedoing.com/220983300730,,
남성성 들,페미니즘과 남성 ,R.W. 코넬,이매진,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=7270390,
남성성과 젠더,페미니즘과 남성 ,"권김현영, 루인, 정희진, 나영정, 엄기호, 한채윤",자음과모음,2018-09-21,http://cafedoing.com/220954010622,https://book.naver.com/bookdb/book_detail.nhn?bid=6590618,
남성의 역사,페미니즘과 남성 ,토마스 퀴네,솔,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=59820,
"남자, 여자를 읽다",페미니즘과 남성 ,이인,삼인,2019-09-06,,http://book.naver.com/bookdb/book_detail.nhn?bid=14821076,
남자에겐 보이지 않아,페미니즘과 남성 ,박선화,메디치,2018-09-21,http://cafedoing.com/221349299777,https://book.naver.com/bookdb/book_detail.nhn?bid=13617235,
남자의 시대는 끝났다: 우리 시대 페미니스트 4인의 도발적 젠더 논쟁,페미니즘과 남성 ,"해나 로진, 커밀 팔리아, 모린 다우드, 케이틀린 모란",모던아카이브,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12181893,
대한민국은 군대다,페미니즘과 남성 ,권인숙,청년사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1878591,
맨박스: 남자다움에 갇힌 남자들,페미니즘과 남성 ,토니 포터,한빛비즈,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=10910878,
여성의 남성성 ,페미니즘과 남성 ,주디스 핼버스탬,이매진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9126770,
"여성주의, 남자를 살리다",페미니즘과 남성 ,권혁범,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2093082,
"저는 남자고, 페미니스트 입니다",페미니즘과 남성 ,최승범,생각의힘,2019-03-02,,https://book.naver.com/bookdb/book_detail.nhn?bid=13485904,
제국주의와 남성성,페미니즘과 남성 ,박형지,아카넷,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10185562,
테스토스테론 렉스,페미니즘과 남성 ,코델리아 파인,딜라일라 북스,2018-11-28,,https://book.naver.com/search/search.nhn?sm=sta_hty.book&sug=pre&where=nexearch&query=테스토스테론+렉스,
"페미니스트, 남성을 말한다",페미니즘과 남성 ,송명희,푸른사상,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=106807,
하드 바디,페미니즘과 남성 ,수잔 제퍼드,동문선,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=186329,
"한국,남자",페미니즘과 남성 ,최태섭,은행나무,2019-03-26,https://blog.naver.com/cafedoing/221560316638,https://book.naver.com/bookdb/book_detail.nhn?bid=14108471,
한국남성을 분석한다,페미니즘과 남성 ,"권김현영, 루인, 엄기호, 정희진, 준우, 한채윤",교양인,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=12101911,
할배의 탄생,페미니즘과 남성 ,최현숙,이매진,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=11253156,
근대 여성문학의 탄생과 미디어의 교통,페미니즘과 문학  ,김경연,소명출판,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12742710,
근대의 수정구슬: 근대 여성과 한국문학,페미니즘과 문학  ,이태숙,소명출판,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10558022,
"나혜석 : 그녀, 불꽃같은 생애를 그리다",페미니즘과 문학  ,이구열,서해문집,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6673466,
"나혜석, 글쓰는 여자의 탄생",페미니즘과 문학  ,"나혜석, 장영은 엮음",민음사,2018-09-21,http://cafedoing.com/221242387646,https://book.naver.com/bookdb/book_detail.nhn?bid=13398215,
"나혜석, 운명의 캉캉 ",페미니즘과 문학  ,박정윤,푸른역사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10492663,
문학을 부수는 문학들,페미니즘과 문학  ,권보드래 외 12인,민음사,2018-09-21,http://cafedoing.com/221342665417,https://book.naver.com/bookdb/book_detail.nhn?bid=13911974,
버지니아울프와 밤을 새다,페미니즘과 문학  ,이화경,웅진지식하우스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6728758,
여성과 문학의 탄생,페미니즘과 문학  ,심진경,자음과모음,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8891341,
여성문학 창간호 1984년 1월,페미니즘과 문학  ,전예원,전예원,2018-09-21,,,
여성의 삶을 바꾼 책 50권,페미니즘과 문학  ,데보라 G. 펠더,부글북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4349792,
"여성이 글을 쓴다는 것은 : 연인, 환자, 시인 그리고 너",페미니즘과 문학  ,김혜순,문학동네,2018-09-21,http://cafedoing.com/221075329399,https://book.naver.com/bookdb/book_detail.nhn?bid=64856,
여성주의 고전을 읽는다,페미니즘과 문학  ,고정갑희,한길사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6861028,
여자와 책,페미니즘과 문학  ,슈테판 볼만,알에이치코리아,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9374639,
자료로 보는 고전문학과 여성,페미니즘과 문학  ,심재숙,박이정,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9530989,
젠더 프리즘,페미니즘과 문학  ,김미현,민음사,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=5122082,
지극히 문학적인 취향,페미니즘과 문학  ,오혜진,오월의봄,2019-04-30,http://cafedoing.com/221526385879,https://book.naver.com/bookdb/book_detail.nhn?bid=14824373,
페미니스트 비평과 여성문학,페미니즘과 문학  ,일레인 쇼월터,이화여자대학교 출판부,2019-11-13,,http://book.naver.com/bookdb/book_detail.nhn?bid=1454387,
페미니즘 이후의 문학,페미니즘과 문학  ,리타 펠스키,여성문화이론연구소,2018-09-21,http://cafedoing.com/221019354619,https://book.naver.com/bookdb/book_detail.nhn?bid=6359562,
페미니즘은 전환이다 : 이론과 문학 다시 쓰기,페미니즘과 문학  ,고정갑희,북코리아,2018-09-21,http://cafedoing.com/221028249086,https://book.naver.com/bookdb/book_detail.nhn?bid=11542177,
한국현대 페미니즘시 연구,페미니즘과 문학  ,김이듬,국학자료원,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9011854,
국가와 여성정책,페미니즘과 법,다산출판사,이혜숙,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10337673,
성차별 관련 판례와 결정례 연구,페미니즘과 법,김엘림,에피스테메,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7187408,
여성과 사회,페미니즘과 법,다산출판사,이혜숙,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9519944,
여성인권법,페미니즘과 법,이로리,계명대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8825917,
오늘의 법여성학,페미니즘과 법,최윤희,건국대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2749048,
젠더와 인권법,페미니즘과 법,차선자,전남대학교출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10235552,
지방자치와 여성의 정치세력화,페미니즘과 법,다산출판사,이혜숙,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10900149,
한국 가족법 읽기 ,페미니즘과 법,양현아,창비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6812525,
한국 근현대 여성노동,페미니즘과 법,강이수,문화과학사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6677104,
한국 젠더정치와 여성정책,페미니즘과 법,심영희,나남,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2126006,
험한 세상을 살아가는 그대에게,페미니즘과 법,"이찬숙, 송지혜",페이퍼타이거,2019-03-19,http://cafedoing.com/221492200456,https://book.naver.com/bookdb/book_detail.nhn?bid=14439889,
혐오에서 인류애로: 성적지향과 헌법,페미니즘과 법,마사 누수바움,뿌리와이파리,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=10128596,
혼인 섹슈얼리티와 법,페미니즘과 법,양현아,경인문화사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6649922,
가부장제 이론,페미니즘과 사회,실비아 월비,이화여자대학교 출판부,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=203267,
고통은 나눌 수 있는가,페미니즘과 사회,엄기호,나무연필,2018-12-18,,https://book.naver.com/bookdb/book_detail.nhn?bid=14359533,
군대와 성평등,페미니즘과 사회,양현아,경인문화사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6078691,
군사주의는 어떻게 패션이 되었을까,페미니즘과 사회,신시아 인로,바다출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9126183,
군사주의에 갇힌 근대,페미니즘과 사회,문승숙,또 하나의 문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2686299,
그녀의 진정한 이름은 무엇인가,페미니즘과 사회,오카 마리,현암사,2018-09-21,http://cafedoing.com/220983300730,https://book.naver.com/bookdb/book_detail.nhn?bid=10834375,
글로벌 시대의 문화번역(분실),페미니즘과 사회,김현미,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=1982434,
글로컬 시대 아시아여성학과 여성운동의 쟁점,페미니즘과 사회,이화여자대학교 아시아여성학센터,한울,2019-03-02,,https://book.naver.com/bookdb/book_detail.nhn?bid=10808624,
까판의 문법,페미니즘과 사회,조정환,갈무리,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16277226,
나는 숨지 않는다,페미니즘과 사회,"박희정, 유혜정, 이호연",한겨레출판,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16274366,
남성 과잉 사회,페미니즘과 사회,마라 비슨달,현암사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7194753,
